ocr_word,manual_word,distance,address,Unnamed: 4,manuscript_id,the change,Leitfehler
ahurahe,ahurahe,0,"[{'id': 'Y7.15a', 'index': 2}, {'id': 'Y7.15RozGen', 'index': 0}, {'id': 'Y7.15RozGen', 'index': 1}]",,400.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y7.15RozGen', 'index': 2}]",,400.0,,=
raeuuatō,raēuuatō,1,"[{'id': 'Y7.15RozGen', 'index': 3}]",,400.0,ae for aē,1
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'id': 'Y7.15RozGen', 'index': 4}]",,400.0,ŋ for ŋᵛ,r-b
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.15RozGen', 'index': 5}, {'id': 'Y7.15b', 'index': 0}]",,400.0,šaii for ṣ̌ii,r-b
daδą̇mi,daδąmi,1,"[{'id': 'Y7.15b', 'index': 1}]",,400.0,ą̇ for ą,1
aṣ̌āuną̇m,aṣ̌āunąm,1,"[{'id': 'Y7.15b', 'index': 2}, {'id': 'Y7.15MahGen', 'index': 0}]",,400.0,ą̇ for ą,1
frauuašiną̇m,frauuaṣ̌inąm,2,"[{'id': 'Y7.15MahGen', 'index': 1}]",,400.0,"š for ṣ̌, ą̇ for ą",2
ašiia,aɱiia,1,"[{'id': 'Y7.15MahGen', 'index': 2}, {'id': 'Y7.16a', 'index': 0}]",,400.0,š for ɱ,?
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.16a', 'index': 1}]",,400.0,šaii for ṣ̌ii,r-b
ašiia,aṣ̌iia,1,"[{'id': 'Y7.16a', 'index': 2}]",,400.0,š for ṣ̌,r-b
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.16a', 'index': 3}]",,400.0,šaii for ṣ̌ii,r-b
daδą̇mi,daδąmi,1,"[{'id': 'Y7.16a', 'index': 4}]",,400.0,ą̇ for ą,1
tauua,tauua,0,"[{'id': 'Y7.16a', 'index': 5}, {'id': 'Y7.16a', 'index': 6}]",,400.0,,=
āϑrō,āϑrō,0,"[{'id': 'Y7.16a', 'index': 7}]",,400.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y7.16a', 'index': 8}]",,400.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y7.16a', 'index': 9}]",,400.0,,=
puϑra,puϑra,0,"[{'id': 'Y7.16a', 'index': 10}]",,400.0,,=
mat̰,mat̰,0,"[{'id': 'Y7.16a', 'index': 11}]",,400.0,,=
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y7.16a', 'index': 12}, {'id': 'Y7.16a', 'index': 13}]",,400.0,,=
ātrəbiiō,ātərəbiiō,1,"[{'id': 'Y7.16a', 'index': 14}]",,400.0,ə deleted,?
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.16a', 'index': 15}, {'id': 'Y7.16b', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.16b', 'index': 1}]",,400.0,ą̇ for ą,1
aiβiiō,aiβiiō,0,"[{'id': 'Y7.16b', 'index': 2}]",,400.0,,=
vaŋhībiiō,vaŋᵛhībiiō,1,"[{'id': 'Y7.16b', 'index': 3}, {'id': 'Y7.16b', 'index': 4}]",,400.0,ŋ for ŋᵛ,r-b
vīspaną̇mca,vīspanąmca,1,"[{'id': 'Y7.16b', 'index': 5}]",,400.0,ą̇ for ą,1
apą̇m,apąm,1,"[{'id': 'Y7.16b', 'index': 6}]",,400.0,ą̇ for ą,1
mazdaδātaną̇m,mazdaδātanąm,1,"[{'id': 'Y7.16b', 'index': 7}]",,400.0,ą̇ for ą,1
vīspaną̇mca,vīspanąmca,1,"[{'id': 'Y7.16b', 'index': 8}]",,400.0,ą̇ for ą,1
uruuarcną̇m,uruuaranąm,2,"[{'id': 'Y7.16b', 'index': 9}]",,400.0,"c for a, ą̇ for ą",?
uruuaraną̇m,uruuaranąm,1,"[{'id': 'Y7.16b', 'index': 10}]",,400.0,ą̇ for ą,1
uruuarcną̇m,uruuaranąm,2,"[{'id': 'Y7.16b', 'index': 11}]",,400.0,"c for a, ą̇ for ą",?
uruuaraną̇m,uruuaranąm,1,"[{'id': 'Y7.16b', 'index': 12}]",,400.0,ą̇ for ą,1
mazdaδātaną̇m,mazdaδātanąm,1,"[{'id': 'Y7.16b', 'index': 13}]",,400.0,ą̇ for ą,1
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.16b', 'index': 14}, {'id': 'Y7.17a', 'index': 0}, {'id': 'Y7.17a', 'index': 1}]",,400.0,šaii for ṣ̌ii,r-b
daδą̇mi,daδąmi,1,"[{'id': 'Y7.17a', 'index': 2}]",,400.0,ą̇ for ą,1
mą̇ϑrahe,mąϑrahe,1,"[{'id': 'Y7.17a', 'index': 3}]",,400.0,ą̇ for ą,1
spəṇtahe,spəṇtahe,2,"[{'id': 'Y7.17a', 'index': 4}]",,400.0,,=
aṣ̌aonō,aṣ̌aōnō,1,"[{'id': 'Y7.17a', 'index': 5}]",,400.0,ao for aō,1
vərəzaiiaŋhe,vərəziiaŋᵛhahe,2,"[{'id': 'Y7.17a', 'index': 6}]",,400.0,"aii for ii, ŋ for ŋᵛha",?
dātahe,dātahe,0,"[{'id': 'Y7.17a', 'index': 8}]",,400.0,,=
vīdaēuuahe,vīdaēuuahe,0,"[{'id': 'Y7.17a', 'index': 9}]",,400.0,,=
dātahe,dātahe,0,"[{'id': 'Y7.17a', 'index': 10}]",,400.0,,=
zaraϑuštrōiš,zaraϑuštrōiš,0,"[{'id': 'Y7.17a', 'index': 11}]",,400.0,,=
darəγaiiā̊,darəγaiiā̊,0,"[{'id': 'Y7.17a', 'index': 12}]",,400.0,,=
upaiianaiiā̊,upaiianaiiā̊,0,"[{'id': 'Y7.17a', 'index': 13}]",,400.0,,=
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y7.17a', 'index': 14}]",,400.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.17a', 'index': 15}]",,400.0,,=
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y7.17a', 'index': 16}]",,400.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.17a', 'index': 17}, {'id': 'Y7.18a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.18a', 'index': 1}, {'id': 'Y7.18a', 'index': 2}]",,400.0,ą̇ for ą,1
garōiš,garōiš,0,"[{'id': 'Y7.18a', 'index': 3}]",,400.0,,=
uš́idaranahe,ušidarənahe,2,"[{'id': 'Y7.18a', 'index': 4}]",,400.0,"š́ for š, a for ə",2
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18a', 'index': 5}]",,400.0,,=
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,"[{'id': 'Y7.18a', 'index': 6}]",,400.0,,=
vīspaēšą̇mca,vīspaēšąmca,1,"[{'id': 'Y7.18a', 'index': 7}]",,400.0,ą̇ for ą,1
gairiną̇m,gairinąm,1,"[{'id': 'Y7.18a', 'index': 8}]",,400.0,ą̇ for ą,1
ašaxᵛāϑraną̇m,aṣ̌axᵛāϑranąm,2,"[{'id': 'Y7.18a', 'index': 9}]",,400.0,"š for ṣ̌, ą̇ for ą",2
pouruxᵛāϑraną̇m,pouruxᵛāϑranąm,1,"[{'id': 'Y7.18a', 'index': 10}]",,400.0,ą̇ for ą,1
mazdaδātaną̇m,mazdaδātanąm,1,"[{'id': 'Y7.18a', 'index': 11}, {'id': 'Y7.18a', 'index': 12}]",,400.0,ą̇ for ą,1
kāuuaiiaeca,kāuuaiieheca,2,"[{'id': 'Y7.18b', 'index': 0}, {'id': 'Y7.18b', 'index': 1}]",,400.0,a for eh,?
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18b', 'index': 2}]",,400.0,,=
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18b', 'index': 3}]",,400.0,,=
axᵛarətaheca,axᵛarətaheca,0,"[{'id': 'Y7.18b', 'index': 4}, {'id': 'Y7.18b', 'index': 5}]",,400.0,,=
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18b', 'index': 6}]",,400.0,,=
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18b', 'index': 7}]",,400.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.18b', 'index': 8}, {'id': 'Y7.18c', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.18c', 'index': 1}]",,400.0,ą̇ for ą,1
ašōiš,aṣ̌iš,1,"[{'id': 'Y7.18c', 'index': 2}]",,400.0,"ṣ̌ deleted, i deleted, ōi inserted, š inserted",?
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 3}]",,400.0,,=
cistōiš,cistōiš,0,"[{'id': 'Y7.18c', 'index': 4}]",,400.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 5}]",,400.0,,=
ərəϑə̄,ərəϑə̄,0,"[{'id': 'Y7.18c', 'index': 6}]",,400.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 7}]",,400.0,,=
rasą̇stātō,rasąstātō,1,"[{'id': 'Y7.18c', 'index': 8}]",,400.0,ą̇ for ą,1
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 9}]",,400.0,,=
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18c', 'index': 10}]",,400.0,,=
sauuaŋhō,sauuaŋhō,0,"[{'id': 'Y7.18c', 'index': 11}]",,400.0,,=
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18c', 'index': 12}]",,400.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.18c', 'index': 13}, {'id': 'Y7.19a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.19a', 'index': 1}]",,400.0,ą̇ for ą,1
dahmaiiā̊,daɱaiiā̊,1,"[{'id': 'Y7.19a', 'index': 2}]",,400.0,hm for ɱ,?
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.19a', 'index': 4}]",,400.0,,=
āfritōiš,āfritōiš,0,"[{'id': 'Y7.19a', 'index': 5}]",,400.0,,=
dahmaheca,daɱaheca,1,"[{'id': 'Y7.19a', 'index': 6}, {'id': 'Y7.19a', 'index': 7}]",,400.0,hm for ɱ,?
narš,narš,0,"[{'id': 'Y7.19a', 'index': 8}]",,400.0,,=
aṣ̌aonō,aṣ̌aōnō,1,"[{'id': 'Y7.19a', 'index': 9}]",,400.0,ao for aō,1
uγraheca,uγraheca,0,"[{'id': 'Y7.19a', 'index': 10}]",,400.0,,=
taxmahe,taxmahe,0,"[{'id': 'Y7.19a', 'index': 11}]",,400.0,,=
dāmōiš,dāmōiš,0,"[{'id': 'Y7.19a', 'index': 12}, {'id': 'Y7.19a', 'index': 13}]",,400.0,,=
upamanahe,upamanahe,0,"[{'id': 'Y7.19a', 'index': 14}]",,400.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y7.19a', 'index': 15}]",,400.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.19a', 'index': 16}, {'id': 'Y7.20a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.20a', 'index': 1}, {'id': 'Y7.20a', 'index': 2}]",,400.0,ą̇ for ą,1
ā̊ŋhą̇m,ā̊ŋhąm,1,"[{'id': 'Y7.20a', 'index': 3}]",,400.0,ą̇ for ą,1
asaŋhą̇mca,asaŋhąmca,1,"[{'id': 'Y7.20a', 'index': 4}]",,400.0,ą̇ for ą,1
šōiϑraną̇mca,šōiϑranąmca,1,"[{'id': 'Y7.20a', 'index': 5}]",,400.0,ą̇ for ą,1
gaoiiaoitaną̇mca,gaōiiaōitinąmca,3,"[{'id': 'Y7.20a', 'index': 6}]",,400.0,"ao for aō, ao for aō, a for i, ą̇ for ą",1
maēϑananą̇mca,maēϑananąmca,1,"[{'id': 'Y7.20a', 'index': 7}]",,400.0,ą̇ for ą,1
auuōxᵛarənaną̇mca,auuōxᵛarənanąmca,1,"[{'id': 'Y7.20a', 'index': 8}, {'id': 'Y7.20a', 'index': 9}]",,400.0,ą̇ for ą,1
apą̇mca,apąmca,1,"[{'id': 'Y7.20a', 'index': 10}]",,400.0,ą̇ for ą,1
zəmą̇mca,zəmąmca,1,"[{'id': 'Y7.20a', 'index': 11}]",,400.0,ą̇ for ą,1
uruuaraną̇mca,uruuaranąmca,1,"[{'id': 'Y7.20a', 'index': 12}]",,400.0,ą̇ for ą,1
aŋ́hā̊sca,aiŋ́hā̊sca,1,"[{'id': 'Y7.20a', 'index': 13}]",,400.0,a for ai,1
zəmō,zəmō,0,"[{'id': 'Y7.20a', 'index': 14}]",,400.0,,=
auuaŋheca,auuaŋ́heca,1,"[{'id': 'Y7.20a', 'index': 15}]",,400.0,ŋ for ŋ́,r-b
asnō,ašnō,1,"[{'id': 'Y7.20a', 'index': 16}]",,400.0,s for š,r-b
vātaheca,vātaheca,0,"[{'id': 'Y7.20a', 'index': 17}, {'id': 'Y7.20a', 'index': 18}]",,400.0,,=
aṣ̌aonō,aṣ̌aōnō,1,"[{'id': 'Y7.20a', 'index': 19}]",,400.0,ao for aō,1
stārą̇m,stārəm,2,"[{'id': 'Y7.20a', 'index': 20}]",,400.0,ą̇ for ə,?
mā̊ŋhō,mā̊ŋhō,0,"[{'id': 'Y7.20a', 'index': 21}]",,400.0,,=
harō,hūrō,1,"[{'id': 'Y7.20a', 'index': 22}]",,400.0,a for ū,?
hūrō,hūrō,0,"[{'id': 'Y7.20a', 'index': 23}]",,400.0,,=
harō,hūrō,1,"[{'id': 'Y7.20a', 'index': 24}]",,400.0,a for ū,?
hūrō,hūrō,0,"[{'id': 'Y7.20a', 'index': 25}]",,400.0,,=
anaγraną̇m,anaγranąm,1,"[{'id': 'Y7.20a', 'index': 26}]",,400.0,ą̇ for ą,1
raocaŋhą̇m,raōcaŋhąm,2,"[{'id': 'Y7.20a', 'index': 27}]",,400.0,"ao for aō, ą̇ for ą",1
xᵛaδātaną̇m,xᵛaδātanąm,1,"[{'id': 'Y7.20a', 'index': 28}]",,400.0,ą̇ for ą,1
vīspaną̇mca,vīspanąmca,1,"[{'id': 'Y7.20a', 'index': 29}]",,400.0,ą̇ for ą,1
spəṇtahe,spəṇtahe,0,"[{'id': 'Y7.20a', 'index': 30}, {'id': 'Y7.20a', 'index': 31}]",,400.0,,=
mainiiə̄uš,maińiiə̄uš,1,"[{'id': 'Y7.20a', 'index': 32}]",,400.0,n for ń,1
dāmaną̇m,dāmanąm,1,"[{'id': 'Y7.20a', 'index': 33}]",,400.0,ą̇ for ą,1
dāmianą̇m,dāmanąm,2,"[{'id': 'Y7.20a', 'index': 34}]",,400.0,"i inserted, ą̇ for ą",?
dāmaną̇m,dāmanąm,1,"[{'id': 'Y7.20a', 'index': 35}]",,400.0,ą̇ for ą,1
dāmianą̇m,dāmanąm,2,"[{'id': 'Y7.20a', 'index': 36}]",,400.0,"i inserted, ą̇ for ą",?
aṣ̌aoną̇m,aṣ̌aōnąm,2,"[{'id': 'Y7.20a', 'index': 37}]",,400.0,"ao for aō, ą̇ for ą",1
aṣ̌aoniną̇mca,aṣ̌aōninąmca,2,"[{'id': 'Y7.20a', 'index': 38}]",,400.0,"ao for aō, ą̇ for ą",1
ašahe,aṣ̌ahe,1,"[{'id': 'Y7.20a', 'index': 40}]",,400.0,š for ṣ̌,r-b
raϑβą̇m,raϑβąm,1,"[{'id': 'Y7.20a', 'index': 41}]",,400.0,ą̇ for ą,1
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.20a', 'index': 42}, {'id': 'Y7.21a', 'index': 0}]",,400.0,šaii for ṣ̌ii,r-b
daδą̇mi,daδąmi,1,"[{'id': 'Y7.21a', 'index': 1}]",,400.0,ą̇ for ą,1
raϑβō,raϑβō,0,"[{'id': 'Y7.21a', 'index': 2}]",,400.0,,=
bərəzatō,bərəzatō,0,"[{'id': 'Y7.21a', 'index': 3}]",,400.0,,=
ẏōi,yōi,1,"[{'id': 'Y7.21a', 'index': 4}]",,400.0,ẏ for y,r-b
ašahe,aṣ̌ahe,1,"[{'id': 'Y7.21a', 'index': 5}]",,400.0,š for ṣ̌,r-b
raϑβą̇m,raϑβąm,1,"[{'id': 'Y7.21a', 'index': 6}, {'id': 'Y7.21a', 'index': 7}]",,400.0,ą̇ for ą,1
aiiaraną̇mca,aiiaranąmca,1,"[{'id': 'Y7.21a', 'index': 8}]",,400.0,ą̇ for ą,1
asniianą̇mca,asńiianąmca,2,"[{'id': 'Y7.21a', 'index': 9}]",,400.0,"n for ń, ą̇ for ą",1
māhiianą̇mca,māhiianąmca,1,"[{'id': 'Y7.21a', 'index': 10}]",,400.0,ą̇ for ą,1
yāiriianą̇mca,yāiriianąmca,1,"[{'id': 'Y7.21a', 'index': 11}, {'id': 'Y7.21a', 'index': 12}]",,400.0,ą̇ for ą,1
sarəδaną̇mca,sarəδanąmca,1,"[{'id': 'Y7.21a', 'index': 13}]",,400.0,ą̇ for ą,1
yōi,yōi,0,"[{'id': 'Y7.21a', 'index': 14}]",,400.0,,=
həṇti,həṇti,2,"[{'id': 'Y7.21a', 'index': 15}]",,400.0,,=
ašahe,aṣ̌ahe,1,"[{'id': 'Y7.21a', 'index': 16}]",,400.0,š for ṣ̌,r-b
ratauuō,ratauuō,0,"[{'id': 'Y7.21a', 'index': 17}]",,400.0,,=
hāuuanōiš,hāuuanōiš,0,"[{'id': 'Y7.21a', 'index': 18}, {'id': 'Y7.21RatuGen', 'index': 0}]",,400.0,,=
raϑβō,raϑβō,0,"[{'id': 'Y7.21RatuGen', 'index': 1}]",,400.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.21RatuGen', 'index': 2}, {'id': 'Y7.22a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.22a', 'index': 1}]",,400.0,ą̇ for ą,1
xᵛarəϑəm,xᵛarəϑəm,0,"[{'id': 'Y7.22a', 'index': 2}]",,400.0,,=
miiazdəm,miiazdəm,0,"[{'id': 'Y7.22a', 'index': 3}]",,400.0,,=
miiazdəm,miiazdəm,0,"[{'id': 'Y7.22a', 'index': 4}]",,400.0,,=
hauruuata,hauruuata,0,"[{'id': 'Y7.22a', 'index': 5}]",,400.0,,=
amərətāta,amərətāta,0,"[{'id': 'Y7.22a', 'index': 6}]",,400.0,,=
gāuš,gāuš,0,"[{'id': 'Y7.22a', 'index': 7}]",,400.0,,=
huδā̊,hudā̊,1,"[{'id': 'Y7.22a', 'index': 8}]",,400.0,δ for d,r-b
xšnūmaine,xšnūmaine,0,"[{'id': 'Y7.22a', 'index': 9}]",,400.0,,=
sraošahe,sraōšahe,1,"[{'id': 'Y7.22a', 'index': 10}, {'id': 'Y7.22a', 'index': 11}]",,400.0,ao for aō,1
aṣ̌aiiehe,aṣ̌iiehe,1,"[{'id': 'Y7.22a', 'index': 12}]",,400.0,aii for ii,1
taxmahe,taxmahe,0,"[{'id': 'Y7.22a', 'index': 13}]",,400.0,,=
tanumą̇ϑrahe,tanumąϑrahe,1,"[{'id': 'Y7.22a', 'index': 14}]",,400.0,ą̇ for ą,1
daršidraoš,daršidraōš,1,"[{'id': 'Y7.22a', 'index': 15}, {'id': 'Y7.22a', 'index': 16}]",,400.0,ao for aō,1
āhuiriiehe,āhūiriiehe,1,"[{'id': 'Y7.22a', 'index': 17}]",,400.0,u for ū,1
aoxtōnāmanō,aōxtōnāmanō,1,"[{'id': 'Y7.22a', 'index': 18}]",,400.0,ao for aō,1
ẏazatahe,yazatahe,1,"[{'id': 'Y7.22a', 'index': 19}, {'id': 'Y7.22a', 'index': 20}]",,400.0,ẏ for y,r-b
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.22a', 'index': 21}, {'id': 'Y7.23a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.23a', 'index': 1}]",,400.0,ą̇ for ą,1
haoməmca,haōməmca,1,"[{'id': 'Y7.23a', 'index': 2}]",,400.0,ao for aō,1
parahaoməmca,parahaōməmca,1,"[{'id': 'Y7.23a', 'index': 3}]",,400.0,ao for aō,1
xšnūmaine,xšnūmaine,0,"[{'id': 'Y7.23a', 'index': 4}]",,400.0,,=
zaraϑuštrahe,zaraϑuštrahe,0,"[{'id': 'Y7.23a', 'index': 5}]",,400.0,,=
spitāmahe,spitāmahe,0,"[{'id': 'Y7.23a', 'index': 6}]",,400.0,,=
aṣ̌aonō,aṣ̌aōnō,1,"[{'id': 'Y7.23a', 'index': 7}, {'id': 'Y7.23a', 'index': 8}]",,400.0,ao for aō,1
frauuašə̄ē,frauuaṣ̌ə̄e,2,"[{'id': 'Y7.23a', 'index': 9}]",,400.0,"š for ṣ̌, ē for e",2
aoxtōnāmanō,aōxtōnāmanō,1,"[{'id': 'Y7.23a', 'index': 10}]",,400.0,ao for aō,1
ẏazatahe,yazatahe,1,"[{'id': 'Y7.23a', 'index': 11}]",,400.0,ẏ for y,r-b
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.23a', 'index': 12}, {'id': 'Y7.23b', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.23b', 'index': 1}]",,400.0,ą̇ for ą,1
aēsma,aēsmą,1,"[{'id': 'Y7.23b', 'index': 2}]",,400.0,a for ą,1
baoiδi,baōiδi,1,"[{'id': 'Y7.23b', 'index': 3}]",,400.0,ao for aō,1
xšnūmaine,xšnūmaine,0,"[{'id': 'Y7.23b', 'index': 4}, {'id': 'Y7.23b', 'index': 5}]",,400.0,,=
tauua,tauua,0,"[{'id': 'Y7.23b', 'index': 6}]",,400.0,,=
āϑrō,āϑrō,0,"[{'id': 'Y7.23b', 'index': 7}]",,400.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y7.23b', 'index': 8}]",,400.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y7.23b', 'index': 9}]",,400.0,,=
puϑra,puϑra,0,"[{'id': 'Y7.23b', 'index': 10}]",,400.0,,=
aoxtōnāmanō,aōxtōnāmanō,1,"[{'id': 'Y7.23b', 'index': 11}, {'id': 'Y7.23b', 'index': 12}]",,400.0,ao for aō,1
ẏazatahe,yazatahe,1,"[{'id': 'Y7.23b', 'index': 13}]",,400.0,ẏ for y,r-b
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.23b', 'index': 14}, {'id': 'Y7.25a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.25a', 'index': 1}]",,400.0,ą̇ for ą,1
aṣ̌āuną̇m,aṣ̌āunąm,1,"[{'id': 'Y7.25a', 'index': 2}]",,400.0,ą̇ for ą,1
uγraną̇m,uγranąm,1,"[{'id': 'Y7.25a', 'index': 5}]",,400.0,ą̇ for ą,1
aiβiϑūraną̇m,aiβiϑūranąm,1,"[{'id': 'Y7.25a', 'index': 6}]",,400.0,ą̇ for ą,1
paoiriiō,paōiriiō,1,"[{'id': 'Y7.25a', 'index': 7}]",,400.0,ao for aō,1
paoiriiō,paōiriiō,1,"[{'id': 'Y7.25a', 'index': 8}]",,400.0,ao for aō,1
nabānazdištaną̇m,nabānazdištanąm,0,"[{'id': 'Y7.25a', 'index': 9}]",,400.0,ą̇ for ą,1
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y7.25a', 'index': 11}]",,400.0,"š for ṣ̌, a for i",2
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.25a', 'index': 12}, {'id': 'Y7.26a', 'index': 0}]",,400.0,,=
daδą̇mi,daδąmi,1,"[{'id': 'Y7.26a', 'index': 1}]",,400.0,ą̇ for ą,1
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y7.26a', 'index': 2}]",,400.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y7.26a', 'index': 3}, {'id': 'Y7.26a', 'index': 4}]",,400.0,,=
ratubiiō,ratubiiō,0,"[{'id': 'Y7.26a', 'index': 5}]",,400.0,,=
ašaiia,aṣ̌iia,1,"[{'id': 'Y7.26a', 'index': 6}, {'id': 'Y7.26b', 'index': 0}]",,400.0,šaii for ṣ̌ii,r-b
daδą̇mi,daδąmi,1,"[{'id': 'Y7.26b', 'index': 1}]",,400.0,ą̇ for ą,1
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y7.26b', 'index': 2}, {'id': 'Y7.26b', 'index': 3}]",,400.0,,=
vaŋhuδā̊biiō,vaŋhuδā̊biiō,0,"[{'id': 'Y7.26b', 'index': 4}]",,400.0,,=
yazataēibiiō,yazataēibiiō,0,"[{'id': 'Y7.26b', 'index': 5}]",,400.0,,=
mainiiaoibiiascā,maińiiaōibiiascā,2,"[{'id': 'Y7.26b', 'index': 6}, {'id': 'Y7.26b', 'index': 7}]",,400.0,"n for ń, ao for aō",1
gaēϑaiiaēibiiascā,gaēϑiiaēibiiascā,1,"[{'id': 'Y7.26b', 'index': 8}]",,400.0,aii for ii,1
yōi,yōi,0,"[{'id': 'Y7.26b', 'index': 9}]",,400.0,,=
həṇti,həṇti,0,"[{'id': 'Y7.26b', 'index': 10}]",,400.0,,=
vahmiiāica,vaɱiiāica,1,"[{'id': 'Y7.26b', 'index': 13}]",,400.0,hm for ɱ,?
aṣ̌āt̰,aṣ̌āt̰,0,"[{'id': 'Y7.26b', 'index': 14}]",,400.0,,=
haca,haca,0,"[{'id': 'Y7.26b', 'index': 15}]",,400.0,,=
yat̰,yat̰,0,"[{'id': 'Y7.26b', 'index': 16}]",,400.0,,=
vahištāt̰,vahištāt̰,0,"[{'id': 'Y7.26b', 'index': 17}]",,400.0,,=
ašaiianō,aṣ̌aiianō,1,"[{'id': 'Y7.26b', 'index': 18}, {'id': 'Y7.27a', 'index': 0}, {'id': 'Y7.27a', 'index': 1}]",,400.0,š for ṣ̌,r-b
paitījamiiāt̰,paitījamiiāt̰,0,"[{'id': 'Y7.27a', 'index': 2}, {'id': 'Y7.27a', 'index': 3}]",,400.0,,=
yehiiā,yehiiā,0,"[{'id': 'Y7.27a', 'index': 4}]",,400.0,,=
sauuā,sauuā,0,"[{'id': 'Y7.27a', 'index': 5}]",,400.0,,=
išā̊ṇtī,išā̊ṇtī,2,"[{'id': 'Y7.27a', 'index': 6}, {'id': 'Y7.27a', 'index': 7}]",,400.0,,=
rādaŋhō,rādaŋhō,0,"[{'id': 'Y7.27a', 'index': 8}]",,400.0,,=
ϑβōistaotarascā,ϑβōistaōtarascā,1,"[{'id': 'Y7.27b', 'index': 0}]",,400.0,ao for aō,1
mą̇ϑranascā,mąϑranascā,1,"[{'id': 'Y7.27b', 'index': 1}]",,400.0,ą̇ for ą,1
ahramazdā,ahramazdā,0,"[{'id': 'Y7.27b', 'index': 6}]",,400.0,,=
ahuramazdā,ahramazdā,0,"[{'id': 'Y7.27b', 'index': 7}]",,400.0,u inserted,?
aogəmadaēca,aōgəmadaēcā,2,"[{'id': 'Y7.27c', 'index': 0}]",,400.0,"ao for aō, a for ā",1
usmahecā,usmahicā,1,"[{'id': 'Y7.27c', 'index': 1}]",,400.0,e for i,1
vīsāmadaecā,vīsāmadaēcā,1,"[{'id': 'Y7.27c', 'index': 2}, {'id': 'Y7.27c', 'index': 3}]",,400.0,ae for aē,1
hiiat̰,hiiat̰,0,"[{'id': 'Y7.27c', 'index': 4}, {'id': 'Y7.27d', 'index': 0}]",,400.0,,=
