generated,reference,distance,changes,features_comment,features_documented,address
zaraϑuštra,zaraϑuštra,0,,,,"[{'id': 'Y9.13c', 'index': 7}]"
nmānahe,nmānahe,0,,,,"[{'id': 'Y9.13c', 'index': 8}]"
paōurušaspahe,pourušaspahe,1,"aō to ou, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.13c', 'index': 9}]"
vīdaēuuō,vīdaēuuō,0,,,,"[{'id': 'Y9.13c', 'index': 11}]"
ahurat̰kaēšō,ahurat̰kaēšō,0,,,,"[{'id': 'Y9.13c', 'index': 12}]"
srītō,srūtō,1,ī to ū,,False,"[{'id': 'Y9.13c', 'index': 14}, {'id': 'Y9.14a', 'index': 0}]"
airiieni,airiiene,1,i to e,,False,"[{'id': 'Y9.14a', 'index': 1}]"
vījahe,vaējahi,1,"ī to aē, e to i",,False,"[{'id': 'Y9.14a', 'index': 2}]"
tīm,tūm,1,ī to ū,,False,"[{'id': 'Y9.14a', 'index': 3}]"
paōiriiō,paōiriiō,0,,,,"[{'id': 'Y9.14a', 'index': 4}]"
zaraϑuštra,zaraϑuštra,0,,,,"[{'id': 'Y9.14a', 'index': 5}]"
ahunəm,ahunəm,0,,,,"[{'id': 'Y9.14a', 'index': 6}]"
vairīm,vairīm,0,,,,"[{'id': 'Y9.14a', 'index': 7}]"
frasrāuuaiiō,frasrāuuaiiō,0,,,,"[{'id': 'Y9.14a', 'index': 8}]"
və̄bərəϑβaṇtəm,vībərəϑβaṇtəm,1,ə̄ to ī,,False,"[{'id': 'Y9.14a', 'index': 9}]"
āhtīirīm,āxtūirīm,2,"h to x, ī to ū",,False,"[{'id': 'Y9.14a', 'index': 10}]"
āxᵛtīirīm,āxtūirīm,2,"xᵛ to x, ī to ū",,False,"[{'id': 'Y9.14a', 'index': 12}, {'id': 'Y9.14a', 'index': 13}]"
āhtīirīm,āxtūirīm,2,"h to x, ī to ū",,False,"[{'id': 'Y9.14a', 'index': 14}]"
āxᵛtīirīm,āxtūirīm,2,"xᵛ to x, ī to ū",,False,"[{'id': 'Y9.14a', 'index': 15}]"
aparəm,aparəm,0,,,,"[{'id': 'Y9.14a', 'index': 16}, {'id': 'Y9.14b', 'index': 0}]"
xraōždaiiehiia,xraōždiiehiia,1,"ai to ii, i inserted",,False,"[{'id': 'Y9.14b', 'index': 1}]"
frasrīite,frasrūiti,2,"ī to ū, e to i",,False,"[{'id': 'Y9.14b', 'index': 2}]"
tīm,tūm,1,ī to ū,,False,"[{'id': 'Y9.14b', 'index': 3}, {'id': 'Y9.15a', 'index': 0}]"
zəmarəgīzō,zəmargūzō,2,"ə inserted, ī to ū",,False,"[{'id': 'Y9.15a', 'index': 1}]"
ākərənauuō,ākərənauuō,0,,,,"[{'id': 'Y9.15a', 'index': 2}, {'id': 'Y9.15a', 'index': 3}]"
vīspe,vīspe,0,,,,"[{'id': 'Y9.15a', 'index': 4}]"
daēuua,daēuua,0,,,,"[{'id': 'Y9.15a', 'index': 5}]"
zaraϑuštra,zaraϑuštra,0,,,,"[{'id': 'Y9.15a', 'index': 6}]"
yōi,yōi,0,,,,"[{'id': 'Y9.15a', 'index': 7}, {'id': 'Y9.15a', 'index': 8}]"
para,para,0,,,,"[{'id': 'Y9.15a', 'index': 9}]"
aɱāt̰,aɱāt̰,0,,,,"[{'id': 'Y9.15a', 'index': 10}]"
vīrōraōδa,vīrōraōδa,0,,,,"[{'id': 'Y9.15a', 'index': 11}]"
apataiiən,apataiiən,0,,,,"[{'id': 'Y9.15a', 'index': 12}]"
paiti,paiti,0,,,,"[{'id': 'Y9.15a', 'index': 13}]"
āiiazəmā,āiiazəmā,0,,,,"[{'id': 'Y9.15a', 'index': 14}]"
yō,yō,0,,,,"[{'id': 'Y9.15a', 'index': 15}, {'id': 'Y9.15b', 'index': 0}]"
aōjəštō,aōjištō,1,ə to i,,False,"[{'id': 'Y9.15b', 'index': 1}]"
yō,yō,0,,,,"[{'id': 'Y9.15b', 'index': 2}]"
taṇcištō,taṇcištō,0,,,,"[{'id': 'Y9.15b', 'index': 3}]"
yō,yō,0,,,,"[{'id': 'Y9.15b', 'index': 4}]"
ϑβaxšištō,ϑβaxšištō,0,,,,"[{'id': 'Y9.15b', 'index': 5}, {'id': 'Y9.15b', 'index': 6}]"
yō,yō,0,,,,"[{'id': 'Y9.15b', 'index': 7}]"
āsištō,āsištō,0,,,,"[{'id': 'Y9.15b', 'index': 8}]"
yō,yō,0,,,,"[{'id': 'Y9.15b', 'index': 9}]"
vərəϑrająstəmō,vərəϑrająstəmō,0,,,,"[{'id': 'Y9.15b', 'index': 12}]"
abauuat̰,abauuat̰,0,,,,"[{'id': 'Y9.15b', 'index': 13}]"
maińiuuā̊,mańiuuā̊,1,ai to a,,False,"[{'id': 'Y9.15b', 'index': 14}]"
dāmąn,dāmąn,0,,,,"[{'id': 'Y9.15b', 'index': 15}]"
āat̰,āat̰,0,,,,"[{'id': 'Y9.15b', 'index': 16}, {'id': 'Y9.16a', 'index': 0}]"
aōxta,aōxta,0,,,,"[{'id': 'Y9.16a', 'index': 1}]"
zaraϑuštrō,zaraϑuštrō,0,,,,"[{'id': 'Y9.16a', 'index': 2}]"
nəmō,nəmō,0,,,,"[{'id': 'Y9.16a', 'index': 3}]"
haōmāi,haōmāi,0,,,,"[{'id': 'Y9.16a', 'index': 4}]"
vaŋhuš,vaŋhuš,0,,,,"[{'id': 'Y9.16a', 'index': 5}, {'id': 'Y9.16b', 'index': 0}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.16b', 'index': 1}]"
huδātō,huδātō,0,,,,"[{'id': 'Y9.16b', 'index': 2}, {'id': 'Y9.16b', 'index': 3}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.16b', 'index': 4}]"
arəšdātō,aršdātō,1,ə inserted,,False,"[{'id': 'Y9.16b', 'index': 5}]"
vaŋhuš,vaŋhuš,0,,,,"[{'id': 'Y9.16b', 'index': 6}, {'id': 'Y9.16c', 'index': 0}]"
dātō,dātō,0,,,,"[{'id': 'Y9.16c', 'index': 1}]"
baēšaziiō,baēšaziiō,0,,,,"[{'id': 'Y9.16c', 'index': 2}]"
hukərəfš,hukərəfš,0,,,,"[{'id': 'Y9.16c', 'index': 3}, {'id': 'Y9.16d', 'index': 0}]"
huuarəš,huuarəš,0,,,,"[{'id': 'Y9.16d', 'index': 1}]"
vərəϑrajā̊,vərəϑrajā̊,0,,,,"[{'id': 'Y9.16d', 'index': 2}, {'id': 'Y9.16e', 'index': 0}]"
zairigaōnō,zairigaōnō,0,,,,"[{'id': 'Y9.16e', 'index': 1}]"
nąmiiąsuš,nąmiiąsuš,0,,,,"[{'id': 'Y9.16e', 'index': 2}, {'id': 'Y9.16e', 'index': 3}]"
yaϑa,yaϑa,0,,,,"[{'id': 'Y9.16e', 'index': 4}, {'id': 'Y9.16f', 'index': 0}]"
xᵛarəṇtī,xᵛarəṇte,1,ī to e,,False,"[{'id': 'Y9.16f', 'index': 1}]"
vahištō,vahištō,0,,,,"[{'id': 'Y9.16f', 'index': 2}]"
urunaēca,urunaēca,0,,,,"[{'id': 'Y9.16f', 'index': 3}, {'id': 'Y9.16f', 'index': 4}]"
pāϑmaēniiōtəmō,pāϑmaińiiōtəmō,2,"aē to ai, n to ń",,False,"[{'id': 'Y9.16f', 'index': 5}]"
nītī,nītē,1,ī to ē,,False,"[{'id': 'Y9.16f', 'index': 6}, {'id': 'Y9.17a', 'index': 0}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.17a', 'index': 1}, {'id': 'Y9.17a', 'index': 2}]"
maδəm,maδəm,0,,,,"[{'id': 'Y9.17a', 'index': 3}]"
mruiiē,mruiiē,0,,,,"[{'id': 'Y9.17a', 'index': 4}]"
nī,nī,0,,,,"[{'id': 'Y9.17a', 'index': 5}, {'id': 'Y9.17b', 'index': 0}]"
aməm,aməm,0,,,,"[{'id': 'Y9.17b', 'index': 1}]"
nī,nī,0,,,,"[{'id': 'Y9.17b', 'index': 2}]"
vərəϑraγnəm,vərəϑraγnəm,0,,,,"[{'id': 'Y9.17b', 'index': 3}, {'id': 'Y9.17b', 'index': 4}]"
nī,nī,0,,,,"[{'id': 'Y9.17b', 'index': 5}, {'id': 'Y9.17c', 'index': 0}]"
dasuuarəm,dasuuarə,1,m inserted,,False,"[{'id': 'Y9.17c', 'index': 1}]"
nī,nī,0,,,,"[{'id': 'Y9.17c', 'index': 2}]"
baēšazəm,baēšazəm,0,,,,"[{'id': 'Y9.17c', 'index': 3}]"
nī,nī,0,,,,"[{'id': 'Y9.17c', 'index': 4}, {'id': 'Y9.17d', 'index': 0}]"
fradaϑəm,fradaϑəm,0,,,,"[{'id': 'Y9.17d', 'index': 1}]"
nī,nī,0,,,,"[{'id': 'Y9.17d', 'index': 2}]"
varədaϑəm,varədaϑəm,0,,,,"[{'id': 'Y9.17d', 'index': 3}]"
nī,nī,0,,,,"[{'id': 'Y9.17d', 'index': 4}, {'id': 'Y9.17e', 'index': 0}]"
aōjō,aōjō,0,,,,"[{'id': 'Y9.17e', 'index': 1}]"
vīspōtanīm,vīspōtanūm,1,ī to ū,,False,"[{'id': 'Y9.17e', 'index': 2}, {'id': 'Y9.17e', 'index': 3}]"
nī,nī,0,,,,"[{'id': 'Y9.17e', 'index': 4}]"
mastīm,mastīm,0,,,,"[{'id': 'Y9.17e', 'index': 5}]"
vīspōpaēsaŋhəm,vīspōpaēsaŋhəm,0,,,,"[{'id': 'Y9.17e', 'index': 6}, {'id': 'Y9.17e', 'index': 7}]"
nī,nī,0,,,,"[{'id': 'Y9.17e', 'index': 8}, {'id': 'Y9.17f', 'index': 0}]"
tat̰,tat̰,0,,,,"[{'id': 'Y9.17f', 'index': 1}]"
yaϑa,yaϑa,0,,,,"[{'id': 'Y9.17f', 'index': 2}]"
gaēϑā̊huua,gaēϑāhuua,0,ā̊ to ā,,False,"[{'id': 'Y9.17f', 'index': 3}]"
vasōxšaϑrō,vasōxšaϑrō,0,,,,"[{'id': 'Y9.17f', 'index': 5}]"
fracaranē,fracarāne,2,"a to ā, ē to e",,False,"[{'id': 'Y9.17f', 'index': 6}]"
t̰baēšōtauruuā̊,t̰baēšōtauruuā̊,0,,,,"[{'id': 'Y9.17f', 'index': 7}, {'id': 'Y9.17f', 'index': 8}, {'id': 'Y9.17f', 'index': 9}]"
drujəmvanō,drujimvanō,1,ə to i,,False,"[{'id': 'Y9.17f', 'index': 10}, {'id': 'Y9.17f', 'index': 11}]"
nī,nī,0,,,,"[{'id': 'Y9.18a', 'index': 0}]"
tauruuaiieni,tauruuaiieni,0,,,,"[{'id': 'Y9.18a', 'index': 2}]"
vīspanąm,vīspanąm,0,,,,"[{'id': 'Y9.18a', 'index': 3}]"
t̰baēšuuatąm,t̰bišuuatąm,2,aē to i,,False,"[{'id': 'Y9.18a', 'index': 4}]"
t̰baēšā̊,t̰baēšā̊,0,,,,"[{'id': 'Y9.18a', 'index': 5}]"
daēuuanąm,daēuuanąm,0,,,,"[{'id': 'Y9.18a', 'index': 6}]"
maṣ̌iiā̊nąmca,maṣ̌iiānąmca,1,ā̊ to ā,,False,"[{'id': 'Y9.18a', 'index': 7}]"
yāϑβąm,yāϑβąm,0,,,,"[{'id': 'Y9.18a', 'index': 8}, {'id': 'Y9.18b', 'index': 0}]"
pairikanąmca,pairikanąmca,0,,,,"[{'id': 'Y9.18b', 'index': 1}, {'id': 'Y9.18b', 'index': 2}]"
sāϑrąm,sāϑrąm,0,,,,"[{'id': 'Y9.18b', 'index': 3}]"
kōiiąm,kaōiiąm,1,"ōi to aō, i to ii",,False,"[{'id': 'Y9.18b', 'index': 4}]"
karapanąmca,karafnąmca,1,"p to f, a inserted",,False,"[{'id': 'Y9.18b', 'index': 5}]"
mairiianąmca,mairiianąmca,0,,,,"[{'id': 'Y9.18b', 'index': 7}, {'id': 'Y9.18c', 'index': 0}]"
bəzaṇgaranąm,bizaṇgranąm,2,"ə to i, a inserted",,False,"[{'id': 'Y9.18c', 'index': 1}]"
aṣ̌əmaōγanąmca,aṣ̌əmaōγanąmca,0,,,,"[{'id': 'Y9.18c', 'index': 2}]"
bəzaṇgaranąm,bizaṇgranąm,2,"ə to i, a inserted",,False,"[{'id': 'Y9.18c', 'index': 3}]"
vəhrəkanąmca,vəhrkanąmca,1,ə inserted,,False,"[{'id': 'Y9.18c', 'index': 4}]"
ciϑβarəzaṇgaranąm,caϑβarəzaṇgranąm,2,"i to a, a inserted",,False,"[{'id': 'Y9.18c', 'index': 5}, {'id': 'Y9.18c', 'index': 6}]"
hə̄niiā̊sca,haēnaiiā̊sca,3,"ə̄ to aē, ii to ai, i deleted",,False,"[{'id': 'Y9.18d', 'index': 0}]"
pərəϑōaińikaiiā̊,pərəϑuainikaiiā̊,2,"ō to u, ń to n",,False,"[{'id': 'Y9.18d', 'index': 1}, {'id': 'Y9.18d', 'index': 2}]"
dauuąniϑiiā̊,dauuąiϑiiā̊,1,n inserted,Insertion of n in nasal forms like ąn before consonants.,True,"[{'id': 'Y9.18d', 'index': 3}]"
patąiϑiiā̊,patąiϑiiā̊,0,,,,"[{'id': 'Y9.18d', 'index': 4}]"
əməm,iməm,1,ə to i,,False,"[{'id': 'Y9.18d', 'index': 5}, {'id': 'Y9.19a', 'index': 0}, {'id': 'Y9.19a', 'index': 1}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.19a', 'index': 2}]"
pōirīm,paōirīm,1,"ōi to aō, i deleted",,False,"[{'id': 'Y9.19a', 'index': 3}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.19a', 'index': 4}]"
haōma,haōma,0,,,,"[{'id': 'Y9.19a', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.19a', 'index': 6}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.19a', 'index': 7}]"
vahištəm,vahištəm,0,,,,"[{'id': 'Y9.19a', 'index': 8}]"
ahīm,ahūm,1,ī to ū,,False,"[{'id': 'Y9.19a', 'index': 9}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,,,,"[{'id': 'Y9.19a', 'index': 10}]"
raōcaŋhəm,raōcaŋhəm,0,,,,"[{'id': 'Y9.19a', 'index': 11}]"
vīspōxᵛāϑrəm,vīspōxᵛāϑrəm,0,,,,"[{'id': 'Y9.19a', 'index': 12}, {'id': 'Y9.19a', 'index': 13}]"
iməm,iməm,0,,,,"[{'id': 'Y9.19a', 'index': 14}, {'id': 'Y9.19b', 'index': 0}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.19b', 'index': 1}]"
bitīm,bitīm,0,,,,"[{'id': 'Y9.19b', 'index': 2}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.19b', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.19b', 'index': 4}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.19b', 'index': 5}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.19b', 'index': 6}, {'id': 'Y9.19b', 'index': 7}]"
druuatātəm,druuatātəm,0,,,,"[{'id': 'Y9.19b', 'index': 8}]"
aŋ́hā̊satanuuō,aiŋ́hā̊sətanuuō,3,"a to ai, a to ə",,False,"[{'id': 'Y9.19b', 'index': 9}]"
iməm,iməm,0,,,,"[{'id': 'Y9.19b', 'index': 10}, {'id': 'Y9.19c', 'index': 0}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.19c', 'index': 1}]"
ϑrətīm,ϑritīm,1,ə to i,,False,"[{'id': 'Y9.19c', 'index': 2}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.19c', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.19c', 'index': 4}, {'id': 'Y9.19c', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.19c', 'index': 6}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.19c', 'index': 7}]"
darəγōjītīm,darəγōjītīm,0,,,,"[{'id': 'Y9.19c', 'index': 8}, {'id': 'Y9.19c', 'index': 9}]"
uštānahe,uštānahe,0,,,,"[{'id': 'Y9.19c', 'index': 10}]"
iməm,iməm,0,,,,"[{'id': 'Y9.19c', 'index': 11}, {'id': 'Y9.20a', 'index': 0}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.20a', 'index': 1}]"
tīirīm,tūirīm,1,ī to ū,,False,"[{'id': 'Y9.20a', 'index': 2}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.20a', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.20a', 'index': 4}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.20a', 'index': 5}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.20a', 'index': 6}]"
yaϑa,yaϑa,0,,,,"[{'id': 'Y9.20a', 'index': 7}]"
aēšō,aēšō,0,,,,"[{'id': 'Y9.20a', 'index': 8}]"
amauuā̊,amauuā̊,0,,,,"[{'id': 'Y9.20a', 'index': 9}]"
ϑrąmfəδō,ϑrąfəδō,1,m inserted,,False,"[{'id': 'Y9.20a', 'index': 10}, {'id': 'Y9.20a', 'index': 11}]"
fraxštāne,fraxštāne,0,,,,"[{'id': 'Y9.20a', 'index': 12}]"
zəmā̊,zəmā,1,ā̊ to ā,,False,"[{'id': 'Y9.20a', 'index': 13}]"
paiti,paiti,0,,,,"[{'id': 'Y9.20a', 'index': 14}]"
t̰baēšōtauruuā̊,t̰baēšōtauruuā̊,0,,,,"[{'id': 'Y9.20a', 'index': 15}, {'id': 'Y9.20a', 'index': 16}, {'id': 'Y9.20a', 'index': 17}]"
drujō,drujō,0,,,,"[{'id': 'Y9.20a', 'index': 18}]"
drujəm,drujə̄m,1,ə to ə̄,,False,"[{'id': 'Y9.20a', 'index': 19}]"
drujō,drujō,0,,,,"[{'id': 'Y9.20a', 'index': 20}]"
drujəmvanō,drujimvanō,1,ə to i,,False,"[{'id': 'Y9.20a', 'index': 21}, {'id': 'Y9.20a', 'index': 22}]"
iməm,iməm,0,,,,"[{'id': 'Y9.20a', 'index': 23}, {'id': 'Y9.20b', 'index': 0}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.20b', 'index': 1}, {'id': 'Y9.20b', 'index': 2}]"
puxδəm,puxδəm,0,,,,"[{'id': 'Y9.20b', 'index': 3}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.20b', 'index': 4}]"
haōma,haōma,0,,,,"[{'id': 'Y9.20b', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.20b', 'index': 6}, {'id': 'Y9.20b', 'index': 7}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.20b', 'index': 8}]"
yaϑa,yaϑa,0,,,,"[{'id': 'Y9.20b', 'index': 9}]"
vərəϑrajā̊,vərəϑrajā̊,0,,,,"[{'id': 'Y9.20b', 'index': 10}]"
vanat̰pəšanō,vanat̰pəṣ̌anō,1,š to ṣ̌,,False,"[{'id': 'Y9.20b', 'index': 11}, {'id': 'Y9.20b', 'index': 12}]"
fraxštānə̄,fraxštāne,2,ə̄ to e,,False,"[{'id': 'Y9.20b', 'index': 13}]"
zəmā̊,zəmā,1,ā̊ to ā,,False,"[{'id': 'Y9.20b', 'index': 14}]"
paiti,paiti,0,,,,"[{'id': 'Y9.20b', 'index': 15}, {'id': 'Y9.20b', 'index': 16}]"
t̰baēšōtauruuā̊,t̰baēšōtauruuā̊,0,,,,"[{'id': 'Y9.20b', 'index': 17}, {'id': 'Y9.20b', 'index': 18}]"
drujəmvanō,drujimvanō,1,ə to i,,False,"[{'id': 'Y9.20b', 'index': 19}, {'id': 'Y9.20b', 'index': 20}]"
iməm,iməm,0,,,,"[{'id': 'Y9.20b', 'index': 21}, {'id': 'Y9.21a', 'index': 0}]"
ϑβąm,ϑβąm,0,,,,"[{'id': 'Y9.21a', 'index': 1}]"
xštīm,xštūm,1,ī to ū,,False,"[{'id': 'Y9.21a', 'index': 2}]"
yānəm,yānəm,0,,,,"[{'id': 'Y9.21a', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.21a', 'index': 4}]"
jaiδiiemi,jaiδiiemi,0,,,,"[{'id': 'Y9.21a', 'index': 5}, {'id': 'Y9.21a', 'index': 6}]"
dīraōša,dūraōša,1,ī to ū,,False,"[{'id': 'Y9.21a', 'index': 7}]"
pauruuatāiium,pauruuatāiiūm,0,u to ū,,False,"[{'id': 'Y9.21a', 'index': 8}]"
paruua,pauruua,1,a to au,,False,"[{'id': 'Y9.21a', 'index': 9}, {'id': 'Y9.21a', 'index': 10}]"
gaδəm,gaδəm,0,,,,"[{'id': 'Y9.21a', 'index': 11}]"
pauruua,pauruua,0,,,,"[{'id': 'Y9.21a', 'index': 12}]"
vhrkəm,vəhrkəm,1,ə deleted,"Vowel syncope: loss of short ə, especially before semivowels.",True,"[{'id': 'Y9.21a', 'index': 13}]"
bīiδiiōimaiδe,būiδiiōimaiδe,1,ī to ū,,False,"[{'id': 'Y9.21a', 'index': 14}, {'id': 'Y9.21a', 'index': 15}]"
māciš,māciš,0,,,,"[{'id': 'Y9.21a', 'index': 16}, {'id': 'Y9.21b', 'index': 0}]"
paōuruuō,pauruuō,1,"aō to au, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.21b', 'index': 1}]"
baēδiiaēta,būiδiiaēta,0,"aē to ū, i deleted",,False,"[{'id': 'Y9.21b', 'index': 2}, {'id': 'Y9.21b', 'index': 3}]"
nō,nō,0,,,,"[{'id': 'Y9.21b', 'index': 4}]"
vīspə̄,vīspə̄,0,,,,"[{'id': 'Y9.21b', 'index': 5}]"
paōuruua,pauruua,1,"aō to au, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.21b', 'index': 6}]"
bīiδiiōimaiδe,būiδiiōimaiδe,1,ī to ū,,False,"[{'id': 'Y9.21b', 'index': 7}, {'id': 'Y9.21b', 'index': 8}]"
haōma,haōma,0,,,,"[{'id': 'Y9.21b', 'index': 9}, {'id': 'Y9.22a', 'index': 0}]"
aēibiš,aēibiš,0,,,,"[{'id': 'Y9.22a', 'index': 1}]"
yōi,yōi,0,,,,"[{'id': 'Y9.22a', 'index': 2}]"
uruuaṇtō,auruuaṇtō,1,u to au,,False,"[{'id': 'Y9.22a', 'index': 3}, {'id': 'Y9.22a', 'index': 4}]"
hita,hita,0,,,,"[{'id': 'Y9.22a', 'index': 5}]"
taxšəṇti,taxšəṇti,0,,,,"[{'id': 'Y9.22a', 'index': 6}]"
arənāum,arənāum,0,,,,"[{'id': 'Y9.22a', 'index': 7}]"
zāuuarə,zāuuarə,0,,,,"[{'id': 'Y9.22a', 'index': 8}, {'id': 'Y9.22a', 'index': 9}]"
aōjā̊sca,aōjā̊sca,0,,,,"[{'id': 'Y9.22a', 'index': 10}]"
baxšaiti,baxšaiti,0,,,,"[{'id': 'Y9.22a', 'index': 11}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.22a', 'index': 12}, {'id': 'Y9.22b', 'index': 0}]"
āzīzanāitebišdaδāiti,āzīzanāitibišdaδāiti,1,e to i,,False,"[{'id': 'Y9.22b', 'index': 1}]"
xšaētōpuϑrīm,xšaētōpuϑrīm,0,,,,"[{'id': 'Y9.22b', 'index': 2}, {'id': 'Y9.22b', 'index': 3}]"
uta,uta,0,,,,"[{'id': 'Y9.22b', 'index': 4}]"
aṣ̌auuafrazaṇtīm,aṣ̌auuafrazaiṇtīm,1,a to ai,,False,"[{'id': 'Y9.22b', 'index': 5}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.22b', 'index': 6}, {'id': 'Y9.22c', 'index': 0}]"
taēcit̰,taēcit̰,0,,,,"[{'id': 'Y9.22c', 'index': 1}]"
yōi,yōi,0,,,,"[{'id': 'Y9.22c', 'index': 2}]"
kataiiō,kataiiō,0,,,,"[{'id': 'Y9.22c', 'index': 3}]"
naskōfrasā̊ŋhō,naskōfrasā̊ŋhō,0,,,,"[{'id': 'Y9.22c', 'index': 4}, {'id': 'Y9.22c', 'index': 5}]"
ā̊ŋhaṇtī,ā̊ŋhəṇte,2,"a to ə, ī to e",,False,"[{'id': 'Y9.22c', 'index': 6}]"
spānō,spānō,0,,,,"[{'id': 'Y9.22c', 'index': 7}]"
mastīmca,mastīmca,0,,,,"[{'id': 'Y9.22c', 'index': 8}, {'id': 'Y9.22c', 'index': 9}]"
baxšaiti,baxšaiti,0,,,,"[{'id': 'Y9.22c', 'index': 10}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.22c', 'index': 11}, {'id': 'Y9.23a', 'index': 0}]"
tā̊scit̰,tā̊scit̰,0,,,,"[{'id': 'Y9.23a', 'index': 1}, {'id': 'Y9.23a', 'index': 2}]"
yā,yā,0,,,,"[{'id': 'Y9.23a', 'index': 3}]"
kainīnō,kainīnō,0,,,,"[{'id': 'Y9.23a', 'index': 4}]"
ā̊ŋhairi,ā̊ŋhaire,1,i to e,,False,"[{'id': 'Y9.23a', 'index': 5}]"
darəγəm,darəγəm,0,,,,"[{'id': 'Y9.23a', 'index': 6}]"
aγrauuō,aγruuō,1,"au to uu, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.23a', 'index': 7}]"
haiϑīm,haiϑīm,0,,,,"[{'id': 'Y9.23a', 'index': 8}]"
rāδəmca,rāδəmca,0,,,,"[{'id': 'Y9.23a', 'index': 9}]"
baxšai,baxšaiti,2,"t deleted, i deleted",,False,"[{'id': 'Y9.23a', 'index': 10}]"
baxšaiti,baxšaiti,0,,,,"[{'id': 'Y9.23a', 'index': 11}]"
baxšai,baxšaiti,2,"t deleted, i deleted",,False,"[{'id': 'Y9.23a', 'index': 12}]"
baxšaiti,baxšaiti,0,,,,"[{'id': 'Y9.23a', 'index': 13}]"
mōšō,mošu,1,"ō to o, ō to u",,False,"[{'id': 'Y9.23a', 'index': 14}]"
mušō,mošu,1,"u to o, ō to u",,False,"[{'id': 'Y9.23a', 'index': 15}]"
mōšō,mošu,1,"ō to o, ō to u",,False,"[{'id': 'Y9.23a', 'index': 16}]"
mušō,mošu,1,"u to o, ō to u",,False,"[{'id': 'Y9.23a', 'index': 17}]"
jaiδiiamnō,jaiδiiamnō,0,,,,"[{'id': 'Y9.23a', 'index': 18}]"
huxratuš,huxratuš,0,,,,"[{'id': 'Y9.23a', 'index': 19}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.23a', 'index': 20}, {'id': 'Y9.24a', 'index': 0}, {'id': 'Y9.24a', 'index': 1}]"
təmcit̰,təmcit̰,0,,,,"[{'id': 'Y9.24a', 'index': 2}]"
yəm,yim,1,ə to i,,False,"[{'id': 'Y9.24a', 'index': 3}]"
kərəsānīm,kərəsānīm,0,,,,"[{'id': 'Y9.24a', 'index': 4}]"
apaxšaϑrəm,apaxšaϑrəm,0,,,,"[{'id': 'Y9.24a', 'index': 5}, {'id': 'Y9.24a', 'index': 6}]"
nišāδaiiat̰,nišāδaiiat̰,0,,,,"[{'id': 'Y9.24a', 'index': 7}]"
yō,yō,0,,,,"[{'id': 'Y9.24a', 'index': 8}]"
raōsta,raōsta,0,,,,"[{'id': 'Y9.24a', 'index': 9}]"
xšϑrōkāmaiia,xšaϑrōkāmiia,0,"a deleted, ai to ii, i inserted",,False,"[{'id': 'Y9.24a', 'index': 10}]"
yō,yō,0,,,,"[{'id': 'Y9.24a', 'index': 12}, {'id': 'Y9.24b', 'index': 0}]"
